[P1] Ep 96: Loss 0.3862 | Val MAE 1.9178
[P1] Ep 97: Loss 0.3913 | Val MAE 1.7660
[P1] Ep 98: Loss 0.3812 | Val MAE 1.8795
[P1] Ep 99: Loss 0.3831 | Val MAE 1.7522
[P1] Ep 100: Loss 0.3808 | Val MAE 1.9060
[P1] Ep 101: Loss 0.3753 | Val MAE 1.7859
[P1] Ep 102: Loss 0.3669 | Val MAE 1.8458
[P1] Ep 103: Loss 0.3754 | Val MAE 1.8929
[P1] Ep 104: Loss 0.3638 | Val MAE 1.9417
[P1] Ep 105: Loss 0.3586 | Val MAE 1.8192
[P1] Ep 106: Loss 0.3598 | Val MAE 1.7678
[P1] Ep 107: Loss 0.3540 | Val MAE 1.8449
[P1] Ep 108: Loss 0.3628 | Val MAE 1.8570
[P1] Ep 109: Loss 0.3470 | Val MAE 1.7897
[P1] Ep 110: Loss 0.3460 | Val MAE 1.7705
[P1] Ep 111: Loss 0.3529 | Val MAE 1.7397
[P1] Ep 112: Loss 0.3485 | Val MAE 1.8079
[P1] Ep 113: Loss 0.3465 | Val MAE 1.7948
[P1] Ep 114: Loss 0.3364 | Val MAE 1.8475
[P1] Ep 115: Loss 0.3405 | Val MAE 1.8158
[P1] Ep 116: Loss 0.3270 | Val MAE 1.8429
[P1] Ep 117: Loss 0.3294 | Val MAE 1.7295
[P1] Ep 118: Loss 0.3266 | Val MAE 1.7702
[P1] Ep 119: Loss 0.3344 | Val MAE 1.7780
[P1] Ep 120: Loss 0.3170 | Val MAE 1.9315
[P1] Ep 121: Loss 0.3268 | Val MAE 1.8228
[P1] Ep 122: Loss 0.3240 | Val MAE 1.8608
[P1] Ep 123: Loss 0.3200 | Val MAE 1.9046
[P1] Ep 124: Loss 0.3164 | Val MAE 1.8724
[P1] Ep 125: Loss 0.3159 | Val MAE 1.9280
[P1] Ep 126: Loss 0.3130 | Val MAE 1.9452
[P1] Ep 127: Loss 0.3116 | Val MAE 1.7657
[P1] Ep 128: Loss 0.3018 | Val MAE 1.7869
[P1] Ep 129: Loss 0.3045 | Val MAE 1.9360
[P1] Ep 130: Loss 0.3033 | Val MAE 1.9161
