formula,target,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber
B2Ba1Hf1O6,6.524745,5.000000,72.000000,67.000000,18.600000,18.160000,8.000000,9.000000,87.000000,78.000000,72.000000,18.000000,87.000000,10.811000,178.490000,167.679000,43.343540,45.825984,15.999400,54.800000,2506.000000,2451.200000,853.080000,957.936000,54.800000,2.000000,16.000000,14.000000,12.800000,3.920000,16.000000,2.000000,6.000000,4.000000,2.800000,1.280000,2.000000,66.000000,215.000000,149.000000,95.400000,39.840000,66.000000,0.890000,3.440000,2.550000,2.691000,0.898800,3.440000,2.000000,2.000000,0.000000,2.000000,0.000000,2.000000,0.000000,4.000000,4.000000,2.600000,1.680000,4.000000,0.000000,2.000000,2.000000,0.200000,0.360000,0.000000,0.000000,14.000000,14.000000,1.400000,2.520000,0.000000,2.000000,18.000000,16.000000,6.200000,2.360000,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.000000,5.000000,2.200000,1.120000,2.000000,8.000000,8.000000,0.800000,1.440000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.000000,8.000000,3.000000,1.800000,2.000000,7.172500,63.590000,56.417500,15.476500,10.967400,9.105000,0.000000,1.524000,1.524000,0.304800,0.487680,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.000000,229.000000,217.000000,82.700000,84.840000,12.000000
Rb2Se5Sn2,1.540408,34.000000,50.000000,16.000000,38.222222,5.234568,34.000000,4.000000,89.000000,85.000000,68.111111,28.493827,89.000000,78.960000,118.710000,39.750000,89.239511,13.097995,78.960000,312.460000,505.080000,192.620000,456.120000,63.848889,494.000000,1.000000,16.000000,15.000000,12.222222,4.987654,16.000000,4.000000,5.000000,1.000000,4.444444,0.493827,4.000000,120.000000,220.000000,100.000000,146.444444,32.691358,120.000000,0.820000,2.550000,1.730000,2.034444,0.572840,2.550000,1.000000,2.000000,1.000000,1.777778,0.345679,2.000000,0.000000,4.000000,4.000000,2.666667,1.481481,4.000000,0.000000,10.000000,10.000000,7.777778,3.456790,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,16.000000,15.000000,12.222222,4.987654,16.000000,0.000000,1.000000,1.000000,0.222222,0.345679,0.000000,0.000000,4.000000,4.000000,2.000000,0.888889,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,4.000000,3.000000,2.222222,0.790123,2.000000,25.920000,90.722500,64.802500,41.957222,21.673457,25.920000,0.000000,0.799000,0.799000,0.443889,0.394568,0.799000,0.000000,0.000000,0.000000,0.000000,0.000000,14.000000,229.000000,215.000000,90.000000,84.444444,14.000000
Lu2Mn1S4,2.319239,16.000000,71.000000,55.000000,33.000000,21.714286,16.000000,41.000000,88.000000,47.000000,69.428571,21.224490,88.000000,32.065000,174.966800,142.901800,76.161664,56.460078,32.065000,388.360000,1936.000000,1547.640000,992.062857,689.946122,388.360000,3.000000,16.000000,13.000000,11.000000,5.714286,16.000000,3.000000,6.000000,3.000000,4.000000,1.142857,3.000000,105.000000,187.000000,82.000000,133.285714,32.326531,105.000000,1.270000,2.580000,1.310000,2.058571,0.595918,2.580000,2.000000,2.000000,0.000000,2.000000,0.000000,2.000000,0.000000,4.000000,4.000000,2.285714,1.959184,4.000000,0.000000,5.000000,5.000000,1.000000,1.142857,0.000000,0.000000,14.000000,14.000000,4.000000,5.714286,0.000000,6.000000,17.000000,11.000000,9.285714,4.408163,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,2.000000,1.142857,0.979592,2.000000,9.000000,9.000000,3.285714,3.755102,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,9.000000,7.000000,4.428571,2.775510,2.000000,10.487586,28.865000,18.377414,24.480727,3.998040,25.786875,0.000000,2.202000,2.202000,1.258286,1.078531,2.202000,0.002247,0.002247,0.000686,0.000892,0.000000,70.000000,217.000000,147.000000,126.428571,64.489796,70.000000
I6K2Re1,2.242372,19.000000,75.000000,56.000000,47.888889,12.839506,53.000000,3.000000,96.000000,93.000000,70.666667,33.777778,96.000000,39.098300,186.207000,147.108700,113.981158,33.281270,126.904470,336.530000,3459.000000,3122.470000,717.017778,609.329383,386.850000,1.000000,17.000000,16.000000,12.333333,6.222222,17.000000,4.000000,6.000000,2.000000,4.888889,0.395062,5.000000,139.000000,203.000000,64.000000,154.555556,21.530864,139.000000,0.820000,2.660000,1.840000,2.166667,0.657778,2.660000,1.000000,2.000000,1.000000,1.777778,0.345679,2.000000,0.000000,5.000000,5.000000,3.333333,2.222222,5.000000,0.000000,10.000000,10.000000,7.222222,3.703704,10.000000,0.000000,14.000000,14.000000,1.555556,2.765432,0.000000,1.000000,21.000000,20.000000,13.888889,5.728395,17.000000,0.000000,1.000000,1.000000,0.222222,0.345679,0.000000,0.000000,1.000000,1.000000,0.666667,0.444444,1.000000,5.000000,5.000000,0.555556,0.987654,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,5.000000,4.000000,1.444444,0.790123,1.000000,14.655000,73.106667,58.451667,46.550926,11.802551,43.015000,0.000000,1.062000,1.062000,0.708000,0.472000,1.062000,0.000000,0.000000,0.000000,0.000000,0.000000,64.000000,229.000000,165.000000,115.111111,68.148148,64.000000
F6Mn1Pt1,3.281122,9.000000,78.000000,69.000000,19.625000,15.937500,9.000000,52.000000,93.000000,41.000000,84.125000,13.312500,93.000000,18.998403,195.084000,176.085597,45.501558,39.754732,18.998403,53.500000,2041.400000,1987.900000,485.175000,647.512500,53.500000,7.000000,17.000000,10.000000,14.875000,3.187500,17.000000,2.000000,6.000000,4.000000,2.750000,1.125000,2.000000,57.000000,139.000000,82.000000,77.125000,30.187500,57.000000,1.550000,3.980000,2.430000,3.463750,0.774375,3.980000,1.000000,2.000000,1.000000,1.875000,0.218750,2.000000,0.000000,5.000000,5.000000,3.750000,1.875000,5.000000,0.000000,9.000000,9.000000,1.750000,2.625000,0.000000,0.000000,14.000000,14.000000,1.750000,3.062500,0.000000,7.000000,24.000000,17.000000,9.125000,3.718750,7.000000,0.000000,1.000000,1.000000,0.125000,0.218750,0.000000,0.000000,1.000000,1.000000,0.750000,0.375000,1.000000,5.000000,5.000000,0.750000,1.125000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,5.000000,4.000000,1.625000,0.937500,1.000000,9.707500,15.020000,5.312500,10.469073,1.142360,9.707500,0.000000,1.970000,1.970000,1.477500,0.738750,1.970000,0.000310,0.000310,0.000039,0.000068,0.000000,15.000000,225.000000,210.000000,66.500000,77.250000,15.000000
Hf1S3Sn1,1.650854,16.000000,72.000000,56.000000,34.000000,21.600000,16.000000,45.000000,88.000000,43.000000,77.800000,13.120000,88.000000,32.065000,178.490000,146.425000,78.679000,55.936800,32.065000,388.360000,2506.000000,2117.640000,835.232000,668.307200,388.360000,4.000000,16.000000,12.000000,13.200000,3.680000,16.000000,3.000000,6.000000,3.000000,4.000000,1.200000,3.000000,105.000000,175.000000,70.000000,125.800000,24.960000,105.000000,1.300000,2.580000,1.280000,2.200000,0.456000,2.580000,2.000000,2.000000,0.000000,2.000000,0.000000,2.000000,0.000000,4.000000,4.000000,2.800000,1.440000,4.000000,0.000000,10.000000,10.000000,2.400000,3.040000,0.000000,0.000000,14.000000,14.000000,2.800000,4.480000,0.000000,6.000000,18.000000,12.000000,10.000000,4.800000,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.000000,4.000000,2.000000,0.800000,2.000000,8.000000,8.000000,1.600000,2.560000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,8.000000,6.000000,3.600000,1.920000,2.000000,22.200000,33.285000,11.085000,26.569125,2.686350,25.786875,0.000000,2.202000,2.202000,1.321200,1.056960,2.202000,0.000000,0.000000,0.000000,0.000000,0.000000,70.000000,194.000000,124.000000,109.000000,46.800000,70.000000
Au1Cs1I3,1.086566,53.000000,79.000000,26.000000,58.600000,8.160000,53.000000,5.000000,96.000000,91.000000,71.800000,29.040000,96.000000,126.904470,196.966569,70.062099,142.117086,21.939793,126.904470,301.590000,1337.330000,1035.740000,559.894000,310.974400,386.850000,1.000000,17.000000,16.000000,12.600000,5.280000,17.000000,5.000000,6.000000,1.000000,5.400000,0.480000,5.000000,136.000000,244.000000,108.000000,159.400000,33.840000,139.000000,0.790000,2.660000,1.870000,2.262000,0.588800,2.660000,1.000000,2.000000,1.000000,1.600000,0.480000,2.000000,0.000000,5.000000,5.000000,3.000000,2.400000,5.000000,0.000000,10.000000,10.000000,8.000000,3.200000,10.000000,0.000000,14.000000,14.000000,2.800000,4.480000,0.000000,1.000000,25.000000,24.000000,15.400000,5.760000,17.000000,0.000000,1.000000,1.000000,0.400000,0.480000,0.000000,0.000000,1.000000,1.000000,0.600000,0.480000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,16.700000,115.765000,99.065000,52.302000,25.385200,43.015000,0.000000,1.062000,1.062000,0.637200,0.509760,1.062000,0.000000,0.000000,0.000000,0.000000,0.000000,64.000000,229.000000,165.000000,129.200000,78.240000,64.000000
As2O14Pb3Te1Zn3,4.153738,8.000000,82.000000,74.000000,24.608696,20.219282,8.000000,69.000000,90.000000,21.000000,83.739130,4.559546,87.000000,15.999400,207.200000,191.200600,57.355426,50.346467,15.999400,54.800000,1090.000000,1035.200000,328.249130,332.894594,54.800000,12.000000,16.000000,4.000000,15.130435,1.134216,16.000000,2.000000,6.000000,4.000000,3.086957,1.323251,2.000000,66.000000,146.000000,80.000000,91.478261,31.017013,66.000000,1.650000,3.440000,1.790000,2.893913,0.664802,3.440000,2.000000,2.000000,0.000000,2.000000,0.000000,2.000000,0.000000,4.000000,4.000000,3.130435,1.134216,4.000000,0.000000,10.000000,10.000000,3.913043,4.763705,0.000000,0.000000,14.000000,14.000000,1.826087,3.175803,0.000000,6.000000,28.000000,22.000000,10.869565,5.928166,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.000000,4.000000,2.086957,0.657845,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.000000,4.000000,2.086957,0.657845,2.000000,9.105000,34.763333,25.658333,14.469275,6.663277,9.105000,0.000000,0.464000,0.464000,0.020174,0.038594,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.000000,225.000000,213.000000,83.000000,86.434783,12.000000
Ag1O3V1,2.386002,8.000000,47.000000,39.000000,18.800000,12.960000,8.000000,46.000000,87.000000,41.000000,74.400000,15.120000,87.000000,15.999400,107.868200,91.868800,41.361580,30.434616,15.999400,54.800000,2183.000000,2128.200000,716.466000,793.999200,54.800000,5.000000,16.000000,11.000000,12.800000,3.840000,16.000000,2.000000,5.000000,3.000000,3.000000,1.200000,2.000000,66.000000,153.000000,87.000000,99.200000,39.840000,66.000000,1.630000,3.440000,1.810000,2.776000,0.796800,3.440000,1.000000,2.000000,1.000000,1.800000,0.320000,2.000000,0.000000,4.000000,4.000000,2.400000,1.920000,4.000000,0.000000,10.000000,10.000000,2.600000,3.120000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.000000,11.000000,6.000000,6.800000,1.680000,6.000000,0.000000,1.000000,1.000000,0.200000,0.320000,0.000000,0.000000,2.000000,2.000000,1.200000,0.960000,2.000000,7.000000,7.000000,1.400000,2.240000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,7.000000,6.000000,2.800000,1.680000,2.000000,9.105000,16.330000,7.225000,11.331000,2.671200,9.105000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.000000,229.000000,217.000000,98.000000,103.200000,12.000000
Cs4O4Zr1,4.106921,8.000000,55.000000,47.000000,32.444444,21.728395,8.000000,5.000000,87.000000,82.000000,45.777778,36.641975,5.000000,15.999400,132.905452,116.906052,76.315934,53.614697,15.999400,54.800000,2128.000000,2073.200000,394.840000,385.146667,54.800000,1.000000,16.000000,15.000000,8.000000,7.111111,1.000000,2.000000,6.000000,4.000000,4.111111,1.876543,2.000000,66.000000,244.000000,178.000000,157.222222,81.086420,66.000000,0.790000,3.440000,2.650000,2.027778,1.255309,0.790000,1.000000,2.000000,1.000000,1.555556,0.493827,1.000000,0.000000,4.000000,4.000000,1.777778,1.975309,0.000000,0.000000,2.000000,2.000000,0.222222,0.395062,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,6.000000,5.000000,3.555556,2.271605,1.000000,0.000000,1.000000,1.000000,0.444444,0.493827,0.000000,0.000000,2.000000,2.000000,0.888889,0.987654,0.000000,8.000000,8.000000,0.888889,1.580247,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,8.000000,7.000000,2.222222,1.283951,1.000000,9.105000,115.765000,106.660000,58.075000,51.280000,9.105000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.000000,229.000000,217.000000,128.666667,103.703704,12.000000
H2Mn3O10Se3,3.998224,1.000000,34.000000,33.000000,14.388889,10.074074,8.000000,52.000000,92.000000,40.000000,82.055556,10.018519,87.000000,1.007940,78.960000,77.952060,31.316890,23.754755,15.999400,14.010000,1519.000000,1504.990000,367.501111,425.999259,54.800000,1.000000,16.000000,15.000000,12.833333,4.574074,16.000000,1.000000,4.000000,3.000000,2.555556,0.962963,2.000000,31.000000,139.000000,108.000000,83.277778,30.814815,66.000000,1.550000,3.440000,1.890000,2.838889,0.667901,3.440000,1.000000,2.000000,1.000000,1.888889,0.197531,2.000000,0.000000,4.000000,4.000000,2.888889,1.604938,4.000000,0.000000,10.000000,10.000000,2.500000,3.333333,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,16.000000,15.000000,7.277778,2.907407,6.000000,0.000000,1.000000,1.000000,0.111111,0.197531,0.000000,0.000000,2.000000,2.000000,1.444444,0.802469,2.000000,5.000000,5.000000,0.833333,1.388889,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,5.000000,4.000000,2.388889,0.870370,2.000000,6.615000,25.920000,19.305000,11.861264,4.686245,9.105000,0.000000,7.853000,7.853000,1.005722,1.521617,0.000000,0.000310,0.000310,0.000052,0.000086,0.000000,12.000000,217.000000,205.000000,66.722222,78.376543,12.000000
Cs2Cu2S5Sb2,2.136550,16.000000,55.000000,39.000000,31.818182,15.404959,16.000000,5.000000,88.000000,83.000000,68.000000,24.363636,88.000000,32.065000,132.905452,100.840452,72.431628,39.928072,32.065000,301.590000,1357.770000,1056.180000,642.552727,355.070744,388.360000,1.000000,16.000000,15.000000,12.181818,4.495868,16.000000,3.000000,6.000000,3.000000,4.090909,1.024793,3.000000,105.000000,244.000000,139.000000,141.363636,37.322314,105.000000,0.790000,2.580000,1.790000,2.034545,0.501488,2.580000,1.000000,2.000000,1.000000,1.636364,0.462810,2.000000,0.000000,4.000000,4.000000,2.363636,1.719008,4.000000,0.000000,10.000000,10.000000,3.636364,4.628099,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,15.000000,14.000000,7.636364,3.900826,6.000000,0.000000,1.000000,1.000000,0.363636,0.462810,0.000000,0.000000,3.000000,3.000000,1.454545,1.057851,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,3.000000,2.000000,1.818182,0.595041,2.000000,11.070000,115.765000,104.695000,40.520398,27.361674,25.786875,0.000000,2.202000,2.202000,1.000909,1.091901,2.202000,0.000000,0.000000,0.000000,0.000000,0.000000,70.000000,229.000000,159.000000,144.545455,67.768595,70.000000
F1N2O3S4,1.802435,7.000000,16.000000,9.000000,11.100000,3.920000,16.000000,82.000000,93.000000,11.000000,87.000000,2.000000,88.000000,14.006700,32.065000,18.058300,22.327000,7.790400,32.065000,53.500000,388.360000,334.860000,189.744000,158.892800,388.360000,15.000000,17.000000,2.000000,15.900000,0.360000,16.000000,2.000000,3.000000,1.000000,2.400000,0.480000,3.000000,57.000000,105.000000,48.000000,81.700000,18.640000,105.000000,2.580000,3.980000,1.400000,3.070000,0.404000,2.580000,2.000000,2.000000,0.000000,2.000000,0.000000,2.000000,3.000000,5.000000,2.000000,3.900000,0.360000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.000000,7.000000,2.000000,5.900000,0.360000,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,3.000000,2.000000,2.100000,0.360000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,3.000000,2.000000,2.100000,0.360000,2.000000,9.105000,25.786875,16.681875,16.970750,7.052900,25.786875,0.000000,6.437000,6.437000,2.365200,1.628720,2.202000,0.000000,0.000000,0.000000,0.000000,0.000000,12.000000,194.000000,182.000000,71.900000,48.840000,70.000000
As1K1Mo1O6,3.802726,8.000000,42.000000,34.000000,15.777778,10.370370,8.000000,3.000000,87.000000,84.000000,73.222222,20.765432,87.000000,15.999400,95.960000,79.960600,33.997367,23.997289,15.999400,54.800000,2896.000000,2841.200000,516.814444,656.082469,54.800000,1.000000,16.000000,15.000000,13.111111,4.271605,16.000000,2.000000,5.000000,3.000000,2.777778,1.037037,2.000000,66.000000,203.000000,137.000000,96.888889,41.185185,66.000000,0.820000,3.440000,2.620000,2.866667,0.764444,3.440000,1.000000,2.000000,1.000000,1.777778,0.345679,2.000000,0.000000,4.000000,4.000000,3.000000,1.333333,4.000000,0.000000,10.000000,10.000000,1.666667,2.592593,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,15.000000,14.000000,6.444444,1.901235,6.000000,0.000000,1.000000,1.000000,0.222222,0.345679,0.000000,0.000000,3.000000,3.000000,1.666667,0.740741,2.000000,5.000000,5.000000,0.555556,0.987654,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,6.000000,5.000000,2.444444,0.913580,2.000000,9.105000,73.106667,64.001667,18.400185,12.995844,9.105000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.000000,229.000000,217.000000,77.333333,87.111111,12.000000
As2Cu1O4,3.429871,8.000000,33.000000,25.000000,18.142857,11.591837,8.000000,64.000000,87.000000,23.000000,82.857143,5.387755,87.000000,15.999400,74.921600,58.922200,39.626686,27.002612,15.999400,54.800000,1357.770000,1302.970000,536.710000,550.754286,54.800000,11.000000,16.000000,5.000000,15.000000,1.142857,16.000000,2.000000,4.000000,2.000000,2.857143,0.979592,2.000000,66.000000,132.000000,66.000000,90.571429,28.081633,66.000000,1.900000,3.440000,1.540000,2.860000,0.662857,3.440000,1.000000,2.000000,1.000000,1.857143,0.244898,2.000000,0.000000,4.000000,4.000000,3.142857,0.979592,4.000000,0.000000,10.000000,10.000000,4.285714,4.897959,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.000000,15.000000,9.000000,9.285714,3.755102,6.000000,0.000000,1.000000,1.000000,0.142857,0.244898,0.000000,0.000000,3.000000,3.000000,2.000000,0.571429,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,3.000000,2.000000,2.142857,0.489796,2.000000,9.105000,22.175000,13.070000,13.120000,5.174286,9.105000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.000000,225.000000,213.000000,86.428571,85.061224,12.000000
D4Sn1,4.667528,1.000000,50.000000,49.000000,10.800000,15.680000,1.000000,80.000000,92.000000,12.000000,89.600000,3.840000,92.000000,1.007940,118.710000,117.702060,24.548352,37.664659,1.007940,14.010000,505.080000,491.070000,112.224000,157.142400,14.010000,1.000000,14.000000,13.000000,3.600000,4.160000,1.000000,1.000000,5.000000,4.000000,1.800000,1.280000,1.000000,31.000000,139.000000,108.000000,52.600000,34.560000,31.000000,1.960000,2.200000,0.240000,2.152000,0.076800,2.200000,1.000000,2.000000,1.000000,1.200000,0.320000,1.000000,0.000000,2.000000,2.000000,0.400000,0.640000,0.000000,0.000000,10.000000,10.000000,2.000000,3.200000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,14.000000,13.000000,3.600000,4.160000,1.000000,0.000000,1.000000,1.000000,0.800000,0.320000,1.000000,0.000000,4.000000,4.000000,0.800000,1.280000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,4.000000,3.000000,1.600000,0.960000,1.000000,6.615000,33.285000,26.670000,11.949000,8.534400,6.615000,0.000000,7.853000,7.853000,6.282400,2.512960,7.853000,0.000000,0.000000,0.000000,0.000000,0.000000,141.000000,194.000000,53.000000,183.400000,16.960000,194.000000
F3Fe1,4.019510,9.000000,26.000000,17.000000,13.250000,6.375000,9.000000,55.000000,93.000000,38.000000,83.500000,14.250000,93.000000,18.998403,55.845000,36.846597,28.210052,13.817474,18.998403,53.500000,1811.000000,1757.500000,492.875000,659.062500,53.500000,8.000000,17.000000,9.000000,14.750000,3.375000,17.000000,2.000000,4.000000,2.000000,2.500000,0.750000,2.000000,57.000000,132.000000,75.000000,75.750000,28.125000,57.000000,1.830000,3.980000,2.150000,3.442500,0.806250,3.980000,2.000000,2.000000,0.000000,2.000000,0.000000,2.000000,0.000000,5.000000,5.000000,3.750000,1.875000,5.000000,0.000000,6.000000,6.000000,1.500000,2.250000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.000000,8.000000,1.000000,7.250000,0.375000,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.750000,0.375000,1.000000,4.000000,4.000000,1.000000,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,4.000000,3.000000,1.750000,1.125000,1.000000,9.707500,10.730000,1.022500,9.963125,0.383438,9.707500,0.000000,1.970000,1.970000,1.477500,0.738750,1.970000,2.110663,2.110663,0.527666,0.791499,0.000000,15.000000,229.000000,214.000000,68.500000,80.250000,15.000000
H1O9Sr2V3,3.035845,1.000000,38.000000,37.000000,14.533333,9.644444,8.000000,8.000000,92.000000,84.000000,68.600000,25.200000,87.000000,1.007940,87.620000,86.612060,31.537803,22.716732,15.999400,14.010000,2183.000000,2168.990000,610.414000,746.257333,54.800000,1.000000,16.000000,15.000000,10.933333,6.080000,16.000000,1.000000,5.000000,4.000000,2.733333,1.111111,2.000000,31.000000,195.000000,164.000000,98.266667,47.688889,66.000000,0.950000,3.440000,2.490000,2.663333,0.932000,3.440000,1.000000,2.000000,1.000000,1.933333,0.124444,2.000000,0.000000,4.000000,4.000000,2.400000,1.920000,4.000000,0.000000,3.000000,3.000000,0.600000,0.960000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,6.000000,5.000000,4.933333,1.306667,6.000000,0.000000,1.000000,1.000000,0.066667,0.124444,0.000000,0.000000,2.000000,2.000000,1.200000,0.960000,2.000000,7.000000,7.000000,1.400000,2.240000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.000000,7.000000,2.666667,1.733333,2.000000,6.615000,54.230000,47.615000,15.736667,10.264889,9.105000,0.000000,7.853000,7.853000,0.523533,0.977262,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.000000,229.000000,217.000000,95.933333,100.720000,12.000000
