formula,target,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber
Ag1Na2Sb1,1.108000,11.000000,51.000000,40.000000,30.000000,19.000000,11.000000,2.000000,85.000000,83.000000,38.500000,36.500000,2.000000,22.989769,121.760000,98.770231,68.901935,45.912165,22.989769,370.870000,1234.930000,864.060000,720.112500,349.242500,370.870000,1.000000,15.000000,14.000000,7.000000,6.000000,1.000000,3.000000,5.000000,2.000000,4.000000,1.000000,3.000000,139.000000,166.000000,27.000000,154.000000,12.000000,166.000000,0.930000,2.050000,1.120000,1.460000,0.530000,0.930000,1.000000,2.000000,1.000000,1.250000,0.375000,1.000000,0.000000,3.000000,3.000000,0.750000,1.125000,0.000000,0.000000,10.000000,10.000000,5.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,15.000000,14.000000,7.000000,6.000000,1.000000,0.000000,1.000000,1.000000,0.750000,0.375000,1.000000,0.000000,3.000000,3.000000,0.750000,1.125000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,3.000000,2.000000,1.500000,0.750000,1.000000,16.330000,31.560000,15.230000,26.594167,5.132083,29.243333,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,166.000000,229.000000,63.000000,212.250000,23.125000,229.000000
Mn2O8Te3,3.398127,8.000000,52.000000,44.000000,20.769231,15.715976,8.000000,52.000000,90.000000,38.000000,82.307692,9.325444,87.000000,15.999400,127.600000,111.600600,47.743945,39.070210,15.999400,54.800000,1519.000000,1464.200000,434.183077,466.933018,54.800000,7.000000,16.000000,9.000000,14.615385,2.343195,16.000000,2.000000,5.000000,3.000000,3.000000,1.230769,2.000000,66.000000,139.000000,73.000000,93.846154,34.272189,66.000000,1.550000,3.440000,1.890000,2.840000,0.738462,3.440000,2.000000,2.000000,0.000000,2.000000,0.000000,2.000000,0.000000,4.000000,4.000000,3.384615,1.041420,4.000000,0.000000,10.000000,10.000000,3.076923,3.786982,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.000000,16.000000,10.000000,8.461538,3.479290,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,2.000000,1.692308,0.520710,2.000000,5.000000,5.000000,0.769231,1.301775,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,5.000000,3.000000,2.461538,0.781065,2.000000,9.105000,34.763333,25.658333,15.238859,9.011296,9.105000,0.000000,0.464000,0.464000,0.107077,0.164734,0.000000,0.000310,0.000310,0.000048,0.000081,0.000000,12.000000,217.000000,205.000000,75.846154,78.579882,12.000000
Mg3Nb6O11,1.253918,8.000000,41.000000,33.000000,18.500000,13.500000,8.000000,47.000000,87.000000,40.000000,72.150000,16.335000,87.000000,15.999400,92.906380,76.906980,40.317334,31.553428,15.999400,54.800000,2750.000000,2695.200000,993.590000,1053.846000,54.800000,2.000000,16.000000,14.000000,10.600000,5.940000,16.000000,2.000000,5.000000,3.000000,3.050000,1.170000,2.000000,66.000000,164.000000,98.000000,106.650000,44.715000,66.000000,1.310000,3.440000,2.130000,2.568500,0.958650,3.440000,1.000000,2.000000,1.000000,1.700000,0.420000,2.000000,0.000000,4.000000,4.000000,2.200000,1.980000,4.000000,0.000000,4.000000,4.000000,1.200000,1.680000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,6.000000,4.000000,5.100000,0.990000,6.000000,0.000000,1.000000,1.000000,0.300000,0.420000,0.000000,0.000000,2.000000,2.000000,1.100000,0.990000,2.000000,6.000000,6.000000,1.800000,2.520000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.000000,7.000000,3.200000,2.280000,2.000000,9.105000,22.890000,13.785000,13.895250,5.269275,9.105000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.000000,229.000000,217.000000,104.400000,101.640000,12.000000
I2La2O4Si1,4.601088,8.000000,57.000000,49.000000,29.555556,22.617284,8.000000,13.000000,96.000000,83.000000,71.555556,26.024691,87.000000,15.999400,138.905470,122.906070,69.300331,56.537457,15.999400,54.800000,1687.000000,1632.200000,562.877778,529.859259,54.800000,3.000000,17.000000,14.000000,13.111111,4.493827,16.000000,2.000000,6.000000,4.000000,3.666667,1.629630,2.000000,66.000000,207.000000,141.000000,118.555556,48.395062,66.000000,1.100000,3.440000,2.340000,2.575556,0.805926,3.440000,2.000000,2.000000,0.000000,2.000000,0.000000,2.000000,0.000000,5.000000,5.000000,3.111111,1.629630,4.000000,0.000000,10.000000,10.000000,2.444444,3.358025,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,17.000000,14.000000,7.555556,4.197531,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.000000,4.000000,1.555556,0.938272,2.000000,9.000000,9.000000,2.000000,3.111111,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,9.000000,8.000000,3.555556,2.518519,2.000000,9.105000,43.015000,33.910000,24.076111,14.115679,9.105000,0.000000,1.062000,1.062000,0.321889,0.429185,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.000000,227.000000,215.000000,87.888889,78.074074,12.000000
Bi1Na1O3,2.509147,8.000000,83.000000,75.000000,23.600000,23.760000,8.000000,2.000000,87.000000,85.000000,69.800000,27.120000,87.000000,15.999400,208.980400,192.981000,55.993674,61.194690,15.999400,54.800000,544.400000,489.600000,215.934000,193.360800,54.800000,1.000000,16.000000,15.000000,12.800000,4.720000,16.000000,2.000000,6.000000,4.000000,3.000000,1.200000,2.000000,66.000000,166.000000,100.000000,102.400000,43.680000,66.000000,0.930000,3.440000,2.510000,2.654000,0.943200,3.440000,1.000000,2.000000,1.000000,1.800000,0.320000,2.000000,0.000000,4.000000,4.000000,3.000000,1.200000,4.000000,0.000000,10.000000,10.000000,2.000000,3.200000,0.000000,0.000000,14.000000,14.000000,2.800000,4.480000,0.000000,1.000000,29.000000,28.000000,9.600000,7.760000,6.000000,0.000000,1.000000,1.000000,0.200000,0.320000,0.000000,0.000000,3.000000,3.000000,1.800000,0.720000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,3.000000,2.000000,2.000000,0.400000,2.000000,9.105000,32.950000,23.845000,17.901667,10.556000,9.105000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.000000,229.000000,217.000000,55.400000,69.440000,12.000000
I1Na1O6Pb2,4.191582,8.000000,82.000000,74.000000,27.600000,26.840000,8.000000,2.000000,96.000000,94.000000,78.200000,15.240000,87.000000,15.999400,207.200000,191.200600,66.029064,68.643456,15.999400,54.800000,600.610000,545.810000,228.774000,208.768800,54.800000,1.000000,17.000000,16.000000,14.200000,2.720000,16.000000,2.000000,6.000000,4.000000,3.200000,1.480000,2.000000,66.000000,166.000000,100.000000,99.300000,39.960000,66.000000,0.930000,3.440000,2.510000,2.889000,0.661200,3.440000,1.000000,2.000000,1.000000,1.900000,0.180000,2.000000,0.000000,5.000000,5.000000,3.300000,1.180000,4.000000,0.000000,10.000000,10.000000,3.000000,4.200000,0.000000,0.000000,14.000000,14.000000,2.800000,4.480000,0.000000,1.000000,28.000000,27.000000,11.000000,8.000000,6.000000,0.000000,1.000000,1.000000,0.100000,0.180000,0.000000,0.000000,4.000000,4.000000,2.100000,0.760000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,4.000000,3.000000,2.200000,0.720000,2.000000,9.105000,43.015000,33.910000,18.310833,11.047000,9.105000,0.000000,1.062000,1.062000,0.106200,0.191160,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.000000,229.000000,217.000000,81.500000,86.900000,12.000000
As4Ga2Sr3,1.268713,31.000000,38.000000,7.000000,34.222222,2.518519,33.000000,8.000000,84.000000,76.000000,56.444444,32.296296,84.000000,69.723000,87.620000,17.897000,77.999156,6.413896,74.921600,302.910000,1090.000000,787.090000,901.757778,266.154568,1090.000000,2.000000,15.000000,13.000000,10.222222,5.481481,15.000000,4.000000,5.000000,1.000000,4.333333,0.444444,4.000000,119.000000,195.000000,76.000000,145.000000,33.333333,119.000000,0.950000,2.180000,1.230000,1.687778,0.491852,2.180000,2.000000,2.000000,0.000000,2.000000,0.000000,2.000000,0.000000,3.000000,3.000000,1.555556,1.283951,3.000000,0.000000,10.000000,10.000000,6.666667,4.444444,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,15.000000,13.000000,10.222222,5.481481,15.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.000000,5.000000,2.444444,1.629630,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.000000,5.000000,2.444444,1.629630,3.000000,18.857500,54.230000,35.372500,32.122778,14.738148,22.175000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,64.000000,225.000000,161.000000,163.000000,44.000000,166.000000
Br1Cu1H6N2,3.533932,1.000000,35.000000,34.000000,8.400000,9.440000,1.000000,64.000000,95.000000,31.000000,87.500000,6.900000,92.000000,1.007940,79.904000,78.896060,17.751104,21.589558,1.007940,14.010000,1357.770000,1343.760000,183.373000,251.364800,14.010000,1.000000,17.000000,16.000000,6.400000,6.480000,1.000000,1.000000,4.000000,3.000000,1.800000,0.960000,1.000000,31.000000,132.000000,101.000000,58.000000,32.400000,31.000000,1.900000,3.040000,1.140000,2.414000,0.359600,2.200000,1.000000,2.000000,1.000000,1.300000,0.420000,1.000000,0.000000,5.000000,5.000000,1.100000,1.540000,0.000000,0.000000,10.000000,10.000000,2.000000,3.200000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,17.000000,16.000000,4.400000,4.080000,1.000000,0.000000,1.000000,1.000000,0.700000,0.420000,1.000000,0.000000,3.000000,3.000000,0.700000,0.980000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,3.000000,2.000000,1.400000,0.640000,1.000000,6.615000,29.480000,22.865000,10.977750,5.235300,6.615000,0.000000,7.853000,7.853000,6.144900,2.166560,7.853000,0.000000,0.000000,0.000000,0.000000,0.000000,64.000000,225.000000,161.000000,184.100000,24.020000,194.000000
Al2Mn1S4,3.148453,13.000000,25.000000,12.000000,16.428571,2.448980,16.000000,52.000000,88.000000,36.000000,78.571429,10.775510,88.000000,26.981539,54.938045,27.956506,33.880160,6.016538,32.065000,388.360000,1519.000000,1130.640000,705.625714,362.589388,388.360000,7.000000,16.000000,9.000000,13.857143,2.448980,16.000000,3.000000,4.000000,1.000000,3.142857,0.244898,3.000000,105.000000,139.000000,34.000000,114.428571,10.775510,105.000000,1.550000,2.580000,1.030000,2.155714,0.484898,2.580000,2.000000,2.000000,0.000000,2.000000,0.000000,2.000000,0.000000,4.000000,4.000000,2.571429,1.632653,4.000000,0.000000,5.000000,5.000000,0.714286,1.224490,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,7.000000,4.000000,5.285714,1.306122,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.000000,5.000000,2.571429,1.387755,2.000000,5.000000,5.000000,0.714286,1.224490,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,5.000000,3.000000,3.285714,1.469388,2.000000,10.487586,25.786875,15.299289,20.942155,5.536823,25.786875,0.000000,2.202000,2.202000,1.258286,1.078531,2.202000,0.000310,0.000310,0.000044,0.000076,0.000000,70.000000,225.000000,155.000000,135.285714,74.612245,70.000000
C1H3Se1,3.072728,1.000000,34.000000,33.000000,8.600000,10.160000,1.000000,77.000000,92.000000,15.000000,88.400000,4.560000,92.000000,1.007940,78.960000,77.952060,18.798904,24.064438,1.007940,14.010000,3823.000000,3808.990000,871.806000,1180.477600,14.010000,1.000000,16.000000,15.000000,6.600000,6.720000,1.000000,1.000000,4.000000,3.000000,1.800000,0.960000,1.000000,31.000000,120.000000,89.000000,57.800000,32.160000,31.000000,2.200000,2.550000,0.350000,2.340000,0.168000,2.200000,1.000000,2.000000,1.000000,1.400000,0.480000,1.000000,0.000000,4.000000,4.000000,1.200000,1.440000,0.000000,0.000000,10.000000,10.000000,2.000000,3.200000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,16.000000,15.000000,4.600000,4.560000,1.000000,0.000000,1.000000,1.000000,0.600000,0.480000,1.000000,0.000000,4.000000,4.000000,1.200000,1.440000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,4.000000,3.000000,1.800000,0.960000,1.000000,5.640000,25.920000,20.280000,10.281000,6.255600,6.615000,0.799000,7.853000,7.054000,5.770800,2.498640,7.853000,0.000000,0.000000,0.000000,0.000000,0.000000,14.000000,194.000000,180.000000,158.000000,57.600000,194.000000
Ca1O8Te3,2.975689,8.000000,52.000000,44.000000,20.000000,16.000000,8.000000,7.000000,90.000000,83.000000,81.083333,12.347222,87.000000,15.999400,127.600000,111.600600,45.906100,40.846950,15.999400,54.800000,1115.000000,1060.200000,310.115000,340.420000,54.800000,2.000000,16.000000,14.000000,14.833333,2.138889,16.000000,2.000000,5.000000,3.000000,2.916667,1.222222,2.000000,66.000000,176.000000,110.000000,93.166667,36.222222,66.000000,1.000000,3.440000,2.440000,2.901667,0.717778,3.440000,2.000000,2.000000,0.000000,2.000000,0.000000,2.000000,0.000000,4.000000,4.000000,3.666667,0.611111,4.000000,0.000000,10.000000,10.000000,2.500000,3.750000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,16.000000,14.000000,8.166667,3.916667,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,2.000000,1.833333,0.305556,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,2.000000,1.833333,0.305556,2.000000,9.105000,37.770000,28.665000,17.908333,11.737778,9.105000,0.000000,0.464000,0.464000,0.116000,0.174000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.000000,225.000000,213.000000,64.750000,70.333333,12.000000
Ge5Ir4,0.411554,32.000000,77.000000,45.000000,52.000000,22.222222,32.000000,60.000000,79.000000,19.000000,70.555556,9.382716,79.000000,72.640000,192.217000,119.577000,125.785333,59.050370,72.640000,1211.400000,2739.000000,1527.600000,1890.333333,754.370370,1211.400000,9.000000,14.000000,5.000000,11.777778,2.469136,14.000000,4.000000,6.000000,2.000000,4.888889,0.987654,4.000000,120.000000,141.000000,21.000000,129.333333,10.370370,120.000000,2.010000,2.200000,0.190000,2.094444,0.093827,2.010000,2.000000,2.000000,0.000000,2.000000,0.000000,2.000000,0.000000,2.000000,2.000000,1.111111,0.987654,2.000000,7.000000,10.000000,3.000000,8.666667,1.481481,10.000000,0.000000,14.000000,14.000000,6.222222,6.913580,0.000000,14.000000,23.000000,9.000000,18.000000,4.444444,14.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.000000,4.000000,2.222222,1.975309,4.000000,3.000000,3.000000,1.333333,1.481481,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,4.000000,1.000000,3.555556,0.493827,4.000000,14.210000,23.005000,8.795000,19.096111,4.343210,23.005000,0.000000,0.383000,0.383000,0.212778,0.189136,0.383000,0.000000,0.000000,0.000000,0.000000,0.000000,225.000000,225.000000,0.000000,225.000000,0.000000,225.000000
Ba3Ga2S6,3.664127,16.000000,56.000000,40.000000,29.636364,14.876033,16.000000,9.000000,88.000000,79.000000,63.909091,29.950413,88.000000,32.065000,137.327000,105.262000,67.619727,38.786975,32.065000,302.910000,1000.000000,697.090000,539.634545,251.108430,388.360000,2.000000,16.000000,14.000000,11.636364,5.256198,16.000000,3.000000,6.000000,3.000000,4.000000,1.090909,3.000000,105.000000,215.000000,110.000000,138.090909,41.950413,105.000000,0.890000,2.580000,1.690000,1.979091,0.655537,2.580000,2.000000,2.000000,0.000000,2.000000,0.000000,2.000000,0.000000,4.000000,4.000000,2.363636,1.785124,4.000000,0.000000,10.000000,10.000000,1.818182,2.975207,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,13.000000,11.000000,6.181818,2.479339,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.000000,5.000000,2.000000,1.090909,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.000000,5.000000,2.000000,1.090909,2.000000,18.857500,63.590000,44.732500,34.836932,15.683492,25.786875,0.000000,2.202000,2.202000,1.201091,1.091901,2.202000,0.000000,0.000000,0.000000,0.000000,0.000000,64.000000,229.000000,165.000000,112.272727,63.669421,70.000000
K1Mn1O4,3.066580,8.000000,25.000000,17.000000,12.666667,6.222222,8.000000,3.000000,87.000000,84.000000,67.166667,26.444444,87.000000,15.999400,54.938045,38.938645,26.338991,13.786121,15.999400,54.800000,1519.000000,1464.200000,345.788333,391.070556,54.800000,1.000000,16.000000,15.000000,12.000000,5.333333,16.000000,2.000000,4.000000,2.000000,2.666667,0.888889,2.000000,66.000000,203.000000,137.000000,101.000000,46.666667,66.000000,0.820000,3.440000,2.620000,2.688333,1.002222,3.440000,1.000000,2.000000,1.000000,1.833333,0.277778,2.000000,0.000000,4.000000,4.000000,2.666667,1.777778,4.000000,0.000000,5.000000,5.000000,0.833333,1.388889,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,7.000000,6.000000,5.333333,1.444444,6.000000,0.000000,1.000000,1.000000,0.166667,0.277778,0.000000,0.000000,2.000000,2.000000,1.333333,0.888889,2.000000,5.000000,5.000000,0.833333,1.388889,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,5.000000,4.000000,2.333333,0.888889,2.000000,9.105000,73.106667,64.001667,20.002375,17.701430,9.105000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000310,0.000310,0.000052,0.000086,0.000000,12.000000,229.000000,217.000000,82.333333,93.777778,12.000000
Cl2O1V1,1.467579,8.000000,23.000000,15.000000,16.250000,4.125000,17.000000,46.000000,94.000000,48.000000,80.250000,17.125000,94.000000,15.999400,50.941500,34.942100,34.461725,9.231162,35.453000,54.800000,2183.000000,2128.200000,645.250000,768.875000,171.600000,5.000000,17.000000,12.000000,13.750000,4.375000,17.000000,2.000000,4.000000,2.000000,3.000000,0.500000,3.000000,66.000000,153.000000,87.000000,105.750000,23.625000,102.000000,1.630000,3.440000,1.810000,2.847500,0.608750,3.160000,2.000000,2.000000,0.000000,2.000000,0.000000,2.000000,0.000000,5.000000,5.000000,3.500000,1.750000,5.000000,0.000000,3.000000,3.000000,0.750000,1.125000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.000000,7.000000,2.000000,6.250000,0.750000,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,2.000000,1.000000,0.500000,1.000000,7.000000,7.000000,1.750000,2.625000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,7.000000,6.000000,2.750000,2.125000,1.000000,9.105000,24.497500,15.392500,17.777500,6.720000,24.497500,0.000000,2.493000,2.493000,1.246500,1.246500,2.493000,0.000000,0.000000,0.000000,0.000000,0.000000,12.000000,229.000000,217.000000,92.250000,68.375000,64.000000
Cs3Na1Pb4,0.608666,11.000000,82.000000,71.000000,63.000000,19.000000,82.000000,2.000000,81.000000,79.000000,42.625000,38.375000,81.000000,22.989769,207.200000,184.210231,156.313266,50.886734,207.200000,301.590000,600.610000,299.020000,459.760000,140.850000,600.610000,1.000000,14.000000,13.000000,7.500000,6.500000,14.000000,3.000000,6.000000,3.000000,5.625000,0.656250,6.000000,146.000000,244.000000,98.000000,185.250000,44.062500,146.000000,0.790000,2.330000,1.540000,1.577500,0.752500,2.330000,1.000000,2.000000,1.000000,1.500000,0.500000,2.000000,0.000000,2.000000,2.000000,1.000000,1.000000,2.000000,0.000000,10.000000,10.000000,5.000000,5.000000,10.000000,0.000000,14.000000,14.000000,7.000000,7.000000,14.000000,1.000000,28.000000,27.000000,14.500000,13.500000,28.000000,0.000000,1.000000,1.000000,0.500000,0.500000,0.000000,0.000000,4.000000,4.000000,2.000000,2.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,4.000000,3.000000,2.500000,1.500000,4.000000,28.110000,115.765000,87.655000,61.122292,40.982031,28.110000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,225.000000,229.000000,4.000000,227.000000,2.000000,225.000000
C4Cr1H4N1O10,2.578865,1.000000,24.000000,23.000000,6.950000,2.760000,8.000000,49.000000,92.000000,43.000000,83.850000,6.410000,87.000000,1.007940,51.996100,50.988160,13.903568,5.915398,15.999400,14.010000,3823.000000,3808.990000,906.954500,1293.722750,54.800000,1.000000,16.000000,15.000000,12.050000,5.025000,16.000000,1.000000,4.000000,3.000000,1.900000,0.360000,2.000000,31.000000,139.000000,108.000000,64.900000,13.560000,66.000000,1.660000,3.440000,1.780000,2.905000,0.548500,3.440000,1.000000,2.000000,1.000000,1.750000,0.375000,2.000000,0.000000,4.000000,4.000000,2.550000,1.495000,4.000000,0.000000,5.000000,5.000000,0.250000,0.475000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,6.000000,5.000000,4.550000,1.640000,6.000000,0.000000,1.000000,1.000000,0.250000,0.375000,0.000000,0.000000,4.000000,4.000000,1.950000,0.975000,2.000000,5.000000,5.000000,0.250000,0.475000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,6.000000,5.000000,2.450000,1.030000,2.000000,5.640000,14.768750,9.128750,8.301438,1.739150,9.105000,0.000000,7.853000,7.853000,2.791650,3.070815,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.000000,229.000000,217.000000,104.750000,92.750000,12.000000
K3P11,2.680529,15.000000,19.000000,4.000000,15.857143,1.346939,15.000000,3.000000,83.000000,80.000000,65.857143,26.938776,83.000000,30.973762,39.098300,8.124538,32.714734,2.735814,30.973762,317.300000,336.530000,19.230000,321.420714,6.475408,317.300000,1.000000,15.000000,14.000000,12.000000,4.714286,15.000000,3.000000,4.000000,1.000000,3.214286,0.336735,3.000000,107.000000,203.000000,96.000000,127.571429,32.326531,107.000000,0.820000,2.190000,1.370000,1.896429,0.461327,2.190000,1.000000,2.000000,1.000000,1.785714,0.336735,2.000000,0.000000,3.000000,3.000000,2.357143,1.010204,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,5.000000,4.000000,4.142857,1.346939,5.000000,0.000000,1.000000,1.000000,0.214286,0.336735,0.000000,0.000000,3.000000,3.000000,2.357143,1.010204,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,3.000000,2.000000,2.571429,0.673469,3.000000,22.570238,73.106667,50.536429,33.399473,17.017369,22.570238,0.000000,1.625000,1.625000,1.276786,0.547194,1.625000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,229.000000,227.000000,50.642857,76.438776,2.000000
