material formula,Band_gap_GGA,Band_gap_HSE,Band_gap_GGA_optical,Band_gap_HSE_optical
As2B1K3,1.295127,1.945778,2.412002,3.122374
As2B1Rb3,1.279487,1.940265,2.493537,3.213042
As2Ba1,0.365428,0.863521,0.811539,1.376408
As2Ba1Cd1O7,2.569989,4.285128,3.97086,5.802915
As2Ba1Cd2,0.1281699999999999,0.7920660000000002,0.1281699999999999,0.7920660000000002
As2Ba1Co1O7,2.637964,3.942961,3.15941,4.810297
As2Ba1Co2O8,2.1024999999999996,3.4054999999999995,2.828053,4.49086
As2Ba1Cu2O8,1.803045,3.867966,1.922304,3.927934
As2Ba1Ga2,1.0992250000000001,1.6732829999999996,1.380384,1.969364
As2Ba1Ge2,0.02242199999999972,0.5803659999999997,0.373943,0.961837
As2Ba1H2O9Zn2,3.439863,5.093071999999999,4.31906,6.028248
As2Ba1Hg1O7,1.483405,2.966365,2.9146,4.546766
As2Ba1Mg2,1.0539360000000002,1.6732280000000002,2.118842,2.832614
As2Ba1Ni2O8,2.919407,3.941445,4.218229,4.554844
As2Ba1O6,2.741414,4.4066089999999996,2.741414,4.4066089999999996
As2Ba1Zn2,0.0,0.19023900000000005,0.0,1.202145
As2Ba2Cd1,0.3831039999999999,0.9879520000000002,0.3831039999999999,0.9879520000000002
As2Ba2Ge1,0.5003120000000001,0.8631359999999999,0.839179,1.243604
As2Ba2Mn2O1,1.066841,1.721041,1.066841,1.721041
As2Ba2O2Zn3,0.456402,1.123888,0.456402,1.272935
As2Ba2Se5,0.9123329999999998,1.546646,1.132605,1.770696
As2Ba2Zn1,0.6005439999999997,1.148498,1.724951,2.39166
As2Ba3O8,3.952069,5.805314999999999,5.080439,6.91678
As2Ba4O1,0.617981,1.206106,0.617981,1.206106
As2Be1K4,0.871752,1.490578,2.505529,3.196585
As2Be2Ca1,0.642396,1.2880140000000004,2.177342,2.909903
As2Be2Mg1,0.400613,0.9761220000000002,2.392432,3.198845
As2C12F12N12Zn1,3.952139,6.264702,3.996798,6.264702
As2Ca1Cd2,0.203862,0.8972359999999999,0.203862,0.8972359999999999
As2Ca1Ga2,0.0,0.31540100000000004,0.0,1.254224
As2Ca1H6Mn1O10,2.711756,3.911251,4.023818,5.380623
As2Ca1Mg2,1.239718,1.907953,2.060169,2.76693
As2Ca1Zn2,0.712168,1.2478220000000002,1.263183,1.2478220000000002
As2Ca2Cd1,0.8609260000000001,1.530141,0.8609260000000001,1.530141
As2Ca2Cu1H4O10,2.015163,4.180304,2.103488,4.272175
As2Ca2H4Mn1O10,2.556981,3.773231,3.923143,5.286002
As2Ca3H1Li1,1.429929,2.166467,1.967657,2.765469
As2Ca4O1,1.170625,1.95965,2.043594,2.952276
As2Cd1,0.130143,0.792656,1.594137,2.227176
As2Cd1Ge1,0.035018,0.09111599999999997,0.083036,0.463872
As2Cd1Ge1K1,0.6634659999999999,1.2193679999999998,1.635623,2.284395
As2Cd1Ge1Rb1,0.690131,1.2503669999999998,1.585263,2.233015
As2Cd1Hg4I4,0.471341,1.339583,0.471341,1.339583
As2Cd1K4,0.683169,1.272741,2.21754,2.839849
As2Cd1O6,2.203362,3.956795,5.202204,7.169846
As2Cd1O7Sr1,2.448934,4.166363,4.052981,5.904163
As2Cd1Si1,0.343373,1.136841,0.343373,1.136841
As2Cd1Sn1,0.036726,0.04157999999999995,0.111805,0.351825
As2Cd1Sr2,0.525407,1.185787,0.525407,1.185787
As2Cd2O7,1.565907,3.259892,4.360214,6.18231
As2Cd2Sr1,0.10070600000000018,0.787998,0.10070600000000018,0.787998
As2Cd3,0.0,0.080421,0.0,0.080421
As2Cl13Sb1,1.224211,2.3154630000000003,1.286475,2.360799
As2Cl1I1Pb4S6,1.753648,2.489103,2.082919,2.816246
As2Cl4F6,2.831853,4.750712,3.005577,4.934946
As2Cl9Cs3,2.590312,3.363921,2.590312,3.363921
As2Co1,0.101692,0.403039,0.763586,1.128278
As2Co1O6,1.987183,3.4843459999999995,3.654262,5.698885
As2Co2O5,2.2002460000000004,3.594704,2.390446,3.853598
As2Co2O7,1.8590499999999999,3.2771860000000004,2.931435,4.745425
As2Co2O8Sr1,2.27318,3.617001,2.778958,4.447608
As2Cs2Pd1,0.820545,1.6691290000000003,1.563874,2.550923
As2Cs2Se9Sn1,0.589929,1.336254,1.015398,1.786759
As2Cs2Si1,1.062704,1.796147,1.96072,2.719929
As2Cs2Sn1,0.765503,1.4704019999999998,1.515173,2.281972
As2Cu1Fe2H2O10,1.5674470000000003,3.2495540000000003,1.921166,3.422393
As2Cu1K5,0.26843,0.847803,1.642033,2.238522
As2Cu1Na4O8,1.804773,3.812183,5.386502,7.442998
As2Cu1O4,1.691696,3.429871,2.124893,3.858057
As2Cu1O8Zn2,1.632562,3.479601,4.734961,6.486403
As2Cu2O7,1.460043,3.5369669999999998,3.793181,5.596892
As2Cu3H2O10Pb1,1.374054,3.432241,1.545918,3.432241
As2Cu3K3,1.488245,2.037163,1.488245,2.037163
As2Cu3O8,1.563949,3.3467530000000005,1.767606,3.550157
As2Cu4O9,1.440049,3.4758449999999996,1.586989,3.62618
As2Cu5O10,1.1864810000000001,3.142342,1.401054,3.303614
As2F12Hg3,2.651516,3.508925,3.001055,3.871625
As2F12I4,0.541491,1.296982,0.593387,1.332215
As2F12N2S1Se2,2.285268,3.319005,2.456758,3.500028
As2F12N2Se3,2.311028,3.276265,2.478572,3.450256
As2Fe1,0.281711,1.620818,1.246564,2.54324
As2Fe1Li1O7,2.630749,4.074203,2.735052,4.183067
As2Fe2H2O10Zn1,2.506118,3.764154,2.600777,3.764154
As2Fe4O11,2.198853,3.3921499999999996,2.24762,3.581647
As2Ga1K1O7,2.708396,4.514588,3.724202,5.598973
As2Ga1K2,0.986273,1.616427,1.723225,2.324971
As2Ga1K2Li1,0.760417,1.397822,2.051566,2.800367
As2Ga1K2Na1,0.808349,1.468483,0.808349,1.468483
As2Ga1Li1Na2,0.735533,1.38856,0.735533,1.38856
As2Ga1Li1O7,2.501416,4.338193,4.87218,6.945571
As2Ga1Rb2,0.827798,1.446988,1.651805,2.238001
As2Ga2Sr1,0.13502800000000015,0.6714090000000001,0.13502800000000015,0.6714090000000001
As2Ge1,0.669414,1.253428,1.172649,1.745308
As2Ge1K2,0.779941,1.496755,1.984247,2.837681
As2Ge1Mg1,0.525745,1.173638,0.525745,1.173638
As2Ge1Te4,0.335461,0.5727590000000005,0.335461,0.5727590000000005
As2Ge1Zn1,0.202096,0.8350529999999998,0.202096,0.8350529999999998
As2Ge2Te5,0.394183,0.627139,0.8628,1.149439
As2Ge3Te6,0.363669,0.525385,0.632914,0.847963
As2Ge4Te7,0.285212,0.37234000000000034,0.480105,0.608291
As2Ge5Te8,0.198114,0.33078499999999966,0.408637,0.597192
As2H16O16Zn3,3.631065,5.226901,5.428834,7.266446
As2H1Li1Sr3,1.458513,2.172485,1.890197,2.626435
As2H2Hg3O8,2.209009,3.352638,2.580495,3.774995
As2H8O12Zn3,3.254536,4.926454,5.379034,7.253335
As2He1O3,3.95065,5.237202,4.528119,5.836473
As2Hg1K4,0.673794,1.272145,2.225788,2.848996
As2Hg1O6,0.823291,2.390836,4.455641,6.268859
As2Hg1O7Sr1,1.476509,2.975615,2.96488,4.584557
As2Hg6O8,0.474832,1.303298,1.714148,2.568173
As2In1K2Li1,0.610286,1.231818,1.925608,2.654334
As2In1K2Na1,0.604702,1.241681,0.604702,1.241681
As2Ir1,0.828495,1.440193,1.618366,2.341693
As2K2Ni1,0.985407,1.36591,1.798124,2.707021
As2K2Pd1,0.489437,1.40631,1.280409,1.968699
As2K2Pt1,0.0,0.674361,0.0,1.376108
As2K2S6Sn1,1.081194,1.841731,2.809368,3.782015
As2K2Si1,0.994444,1.707569,2.473082,3.327834
As2K4Zn1,0.708372,1.3376020000000002,2.214544,2.847895
As2La1,0.211923,0.53547,1.016949,1.594926
As2La1Li3,0.500383,0.8907350000000003,1.953126,2.679738
As2Mg1Si1,1.21075,1.8080900000000004,1.21075,1.8080900000000004
As2Mg2Sr1,1.328418,1.9695510000000005,2.185209,2.906846
As2Mg3,0.549672,1.311475,1.11748,1.876544
As2Mn1O6,1.908855,3.028624,3.652947,4.852764
As2Mn1S5Tl2,1.702671,2.466946,2.134058,2.874275
As2Mn2O7,1.954848,3.145057,1.954848,3.145057
As2Mo1O7,2.290704,3.356744,2.768106,3.83195
As2Mo1O9Rb2,2.391698,3.829748,2.639559,4.087609
As2Mo2O12Sr1,2.37227,3.856186,2.913887,4.407832
As2Na2,0.582229,1.18257,1.544812,2.209142
As2Ni1O6,2.377614,4.056883,3.910809,5.319778
As2Ni2O7,2.704886,4.116455,2.704886,5.316978
As2Ni3O8,2.272588,3.740389,3.474762,4.780798
As2O14Pb3Te1Zn3,2.923608,4.153738,3.734082,5.082232
As2O1Sr4,1.159574,1.836986,1.614008,2.310675
As2O3,4.056511,5.295412,4.431151,5.709592
As2O4,3.51525,5.106115,4.25443,5.781219
As2O4Pb1,2.751073,3.804088,2.751073,3.804088
As2O5,1.342631,3.073161,1.342631,3.073161
As2O5Pb2,2.873223,3.8418680000000003,3.122845,4.107554
As2O6Pb1,2.086387,3.3962369999999997,3.375496,4.731952
As2O7Ti1,2.436184,4.022633,2.779865,4.335081
As2Os1,0.687251,1.306544,1.580815,2.306772
As2Pb1S4,0.576055,1.0578989999999995,1.817862,2.379796
As2Pt1,0.295753,0.74957,1.445691,1.987468
As2Pt1Rb2,0.087962,0.877971,1.531388,2.306824
As2Rb2Si1,0.947142,1.692943,2.200079,3.032398
As2Rb2Sn1,0.657703,1.375427,1.715822,2.507616
As2Rh1,0.249452,0.685879,1.168971,1.74854
As2Ru1,0.452249,0.970016,1.620439,2.323453
As2S3,1.771451,2.650479,2.561506,3.518908
As2S6Sn1Tl2,0.944238,1.673509,2.445288,3.33551
As2Se3,0.599414,1.099532,1.299021,1.83328
As2Si1,0.97287,1.588388,1.352522,1.982123
As2Si1Zn1,1.112092,1.6726139999999998,1.112092,1.6726139999999998
As2Sn1Zn1,0.01561699999999977,0.5519259999999999,0.01561699999999977,0.5519259999999999
As2Sn2Sr1,0.0,0.04142599999999952,0.0,0.04142599999999952
As2Sr1Zn2,0.5672270000000004,1.0944310000000002,0.979683,1.558916
As2Sr2,0.0,0.591522,0.0,2.423205
As2Te3,0.310543,0.592548,1.020711,1.340839
As2Zn1,0.296561,0.918728,0.296561,0.918728
As2Zn3,0.168947,0.581273,0.354401,0.728098
As3Ba1,0.0,0.177128,0.0,0.597147
As3Ba2Cd2,0.0,0.578884,0.0,1.186698
As3Ba3In1,0.53058,1.0272159999999997,0.53058,1.0272159999999997
As3Ba3Nb1O1,1.048929,1.604014,1.173521,1.714279
As3Ba3O1Ta1,1.062274,1.620211,1.245254,1.792347
As3Br1Cd2,0.732927,1.38274,2.185713,2.971923
As3Br1Hg2,0.822652,1.441833,1.950915,2.627105
As3Ca1,0.0,0.089571,0.0,1.635506
As3Ca3Ga1,0.367797,0.9374269999999996,0.367797,0.9374269999999996
As3Cd2I1,0.751734,1.393288,2.117071,2.846304
As3Cd4Cs1,0.175978,0.7224809999999999,0.175978,0.7224809999999999
As3Cl1O9Pb5,2.046636,2.944517,2.345598,3.271474
As3Co1,0.0,0.515719,0.0,0.515719
As3Cs1O12Zr2,4.344107999999999,6.254313,4.344107999999999,6.254313
As3Cs1O8,2.229847,3.984133,2.229847,3.984133
As3Cs1Zn4,0.067083,0.48785900000000026,0.067083,0.48785900000000026
As3Cs5Ge1,0.536031,1.1929709999999998,1.196304,1.888056
As3Cs5Si1,0.599643,1.258438,1.329878,1.938358
As3Cs6In1,0.534964,1.122102,1.517166,2.154538
As3Cu4Na1O12,1.651361,3.649103,1.718209,3.778843
As3Cu4O12Pb1,0.128464,1.381266,0.339907,1.540308
As3F6Sb1Se4,1.7318,2.649432,2.04365,3.036391
As3Ge1K1Na4,0.615014,1.09234,1.260096,1.894034
As3Ge1Na5,0.50262,1.125635,0.50262,1.125635
As3Ge3K1,0.583438,1.0382860000000003,1.394917,1.88872
As3Ge3Rb1,0.640068,1.0987649999999998,1.438774,1.939179
As3H1Sr5,0.6662750000000002,1.282601,0.831939,1.440422
As3H2Na1O9,2.628273,4.394046,3.831813,4.394046
As3H4Mn1N1S6,2.027006,2.826823,2.17695,3.568057
As3Hf1Na5,0.898599,1.5353350000000001,0.930794,1.574449
As3In2K3,0.585011,1.210445,1.466744,2.105132
As3In2Na3O12,2.245545,3.96482,2.245545,3.96482
As3Ir1,0.107833,0.719151,0.107833,0.719151
As3K1Sn3,0.4769359999999998,0.9380359999999999,1.191817,1.684745
As3K3Na2Sn1,0.583805,1.185678,1.521668,1.185678
As3K5Sn1,0.516517,1.096845,0.516517,1.096845
As3K6Nb1O1,1.059809,1.652328,1.510605,2.114739
As3La1Zn3,0.16349899999999984,0.4828830000000002,0.46831,0.788997
As3Li1O12Zr2,3.750986,5.623068,3.750986,5.623068
As3Na1O12Ti2,2.174764,3.792418,2.174764,3.792418
As3Na1Zn4,0.274882,0.699534,0.274882,0.699534
As3Na5Si1,0.789021,1.4851930000000002,1.546891,2.229333
As3Na5Sn1,0.412032,1.0104909999999998,0.412032,1.0104909999999998
As3O1Sr3Ta1,1.275819,1.860775,1.528826,2.111027
As3Rb1Sn3,0.576228,1.0516390000000002,1.277863,1.787899
As3Rb1Zn4,0.162911,0.590662,0.162911,0.590662
As3Rb5Si1,0.347619,1.017171,1.218135,1.885315
As3Sr1,0.0,0.013506,0.0,0.013506
As3Sr2Zn2,0.09786899999999976,0.6983959999999998,0.491433,1.124276
As3Tc2,0.0,0.096368,0.0,0.916686
As4Ba3Cd2,0.0,0.39449500000000004,0.0,1.628595
As4Ba3Li4,0.0,0.4519120000000001,0.0,2.559935
As4Ba3Si2,0.8009390000000001,1.4036369999999998,0.8009390000000001,1.4036369999999998
As4Ba3Sn2,0.7358769999999999,1.264682,0.919883,1.465652
As4Ba3Zn2,0.0,0.13913200000000003,0.0,0.13913200000000003
As4Br16Ga4Hg11,0.889429,1.433942,1.994944,2.546923
As4Br1K1O6,2.790523,4.018767,4.148464,5.279106
As4Ca1Na2O12,2.614949,4.447134,2.614949,4.447134
As4Ca3Ge2,0.597727,1.1795019999999998,0.859158,1.514589
As4Ca3In2,0.17643699999999995,0.7390750000000001,0.17643699999999995,0.7390750000000001
As4Ca3Si2,0.792818,1.4263789999999994,0.792818,1.4263789999999994
As4Cd2Ge1,0.023816,0.5859300000000003,0.755669,1.249653
As4Cd5Rb2,0.0,0.19720000000000015,0.0,1.672307
As4Cl1Cu1S3,1.8717,2.705893,1.8717,2.705893
As4Cl2Cu2S3,1.777138,2.591792,1.99995,2.831074
As4Cu1H10O16,1.906575,4.001868,4.080112,5.928069
As4Cu3K2O12,1.315063,3.194887,2.031652,3.607995
As4Cu6Hg3S12,0.522287,1.224824,0.522287,1.224824
As4Cu6S9,0.609692,1.1602519999999998,0.845054,1.459944
As4F6S4,2.35062,3.340424,2.62229,3.580282
As4Ga1Na3Sr3,0.441558,1.042108,0.441558,1.042108
As4Ga2Sr3,0.6853400000000001,1.268713,0.893725,1.508375
As4Ga3K3,0.832407,1.518736,0.832407,1.518736
As4Ge1Te7,0.384028,0.6061359999999993,0.915798,1.186025
As4I1K1O6,2.355265,3.442183,3.443601,4.413113
As4K2Zn5,0.552686,1.046257,1.385483,1.778456
As4K7Nb1,1.095194,1.777789,1.095194,1.777789
As4K7Ta1,1.037218,1.7331729999999999,1.037218,1.7331729999999999
As4Mg1,0.793953,1.407985,1.001573,1.550941
As4Na2O11,2.074971,3.818543,3.818883,5.75405
As4Na8Ti1,1.078919,1.6941399999999998,1.078919,1.6941399999999998
As4Nb1Rb7,0.696472,1.319075,1.244284,1.859951
As4Pb9S15,1.521207,2.15923,1.824061,2.493383
As4Rb2Zn5,0.465852,0.9411920000000003,1.646633,2.170977
As4S3,1.976483,2.861081,1.976483,2.861081
As4S4,1.680993,2.470675,1.935605,2.73658
As4S5,1.709575,2.537011,2.400764,3.305801
As4Se3,1.244346,2.010582,1.244346,2.010582
As4Se4,1.123393,1.83498,1.421389,2.434018
As4Si2Sr3,0.8862419999999998,1.5036389999999997,2.215401,2.986559
As4Sn2Sr3,0.664015,1.204087,0.886846,1.443843
As4Sr3,0.5994,1.124973,1.508356,2.115251
As5B1O20Pb6,3.03457,4.300875,3.351063,4.300875
As5Cs7In3Nb1,1.007073,1.504282,1.007073,1.504282
As5I1Te7,0.264487,0.6294469999999999,0.990391,1.437117
As6Ba1Pt4,0.21835300000000046,0.5963899999999995,0.96537,1.425329
As6Ba2Cu7O24,0.896119,2.96373,1.304902,3.400905
As6Ba4Cd3Li2,0.299666,0.92423,0.462761,1.05296
As6Bi1K3Se12,1.038516,1.648608,1.038516,1.648608
As6Ca5Ga2,0.098536,0.6681920000000003,0.131736,0.686934
As6Ca5Sn2,0.257058,0.7960759999999998,0.93412,1.541341
As6Cs4,0.418106,0.943213,0.915501,1.205568
As6Cs7In3,0.230252,0.743916,0.506043,1.043389
As6Cu7O24Pb2,1.415012,3.31359,1.551169,3.31359
As6Fe7O24,1.365497,1.611325,1.452041,1.703949
As6O24Sr1Zr4,4.182804,6.056233000000001,4.328308,6.200064
As6Pt4Sr1,0.1276199999999994,0.4542099999999998,1.024878,1.469616
As6Rb4,0.366982,0.896962,0.777854,1.048985
As6Sn2Sr5,0.06734700000000027,0.581871,0.462985,0.975882
As8S9,1.543938,2.339422,1.543938,2.339422
Au1Ba4C4K1O4,2.656388,3.977757,3.50948,4.989913
Au1Ba4Na1O8,1.547656,3.221713,2.239982,4.003008
Au1Bi1Br6,1.194791,2.079914,1.431879,2.366697
Au1Bi1Cl6,1.691884,2.745784,1.874136,2.967029
Au1Bi1K2,0.834525,1.328635,1.335925,1.9315
Au1Bi2Na1O5,0.85278,1.746047,1.41734,2.343156
Au1Bi5Na2O11,0.93379,1.838488,2.20547,3.305789
Au1Br1F6,2.001047,3.810548,2.001047,3.810548
Au1Br1Se1,0.560992,0.949673,1.111657,1.639891
Au1Br3,0.841263,1.610962,1.121722,1.931792
Au1Br3Cs1,0.677814,1.109487,3.00842,3.996007
Au1Br3Rb1,0.59734,1.013304,3.180083,4.186664
Au1Br4K1,1.019072,1.986434,1.529889,2.551031
Au1Br4Rb1,1.511983,2.511685,1.658362,2.605662
Au1Br8Te1,0.857678,1.784248,1.284159,2.26054
Au1C1Cl3S2,1.936776,2.942705,2.046583,3.037256
Au1C1N1,1.616293,2.539361,5.441616,6.663574
Au1C2Cs1,1.923176,2.789427,3.339726,4.383125
Au1C2Cs1N2S2,2.93377,4.121359,3.1167,4.218513
Au1C2K1,1.924609,2.777772,3.918767,5.078483
Au1C2K1N2,2.800109,3.870918,2.800109,3.870918
Au1C2K1N2S2,2.384269,3.505802,2.554263,3.586175
Au1C2Li1,1.380599,2.24461,5.284979,6.694664
Au1C2N2Rb1S2,2.650401,3.798891,2.793129,3.871012
Au1C2Rb1,2.081914,2.97581,3.67057,4.774156
Au1Ca1P1,0.0,0.05690699999999982,0.0,0.340261
Au1Cd1Cs1S2,2.085874,3.087286,3.536,4.706666
Au1Cd1Rb1S2,2.001549,2.962098,2.975834,4.071966
Au1Cl1,1.884591,3.026988,1.884591,3.026988
Au1Cl1O1,1.078549,2.265219,1.56278,2.799548
Au1Cl1O3Se1,1.408009,2.598791,1.951841,3.188954
Au1Cl3,1.318796,2.518383,1.456647,2.661834
Au1Cl3Cs1,0.822589,1.368585,3.695518,4.817177
Au1Cl4Cs1,1.954318,3.188478,2.016747,3.255424
Au1Cl4H2K1O2,0.841929,2.547499,0.841929,2.547499
Au1Cl4K1,0.0,2.837226,0.0,2.933227
Au1Cl4N5S5,1.725402,2.564893,2.254289,3.156023
Au1Cl4P1,2.292197,3.4698070000000003,2.292197,3.4698070000000003
Au1Cl4Rb1,1.972506,3.189251,2.127802,3.370682
Au1Cl4Tl1,1.682988,2.702188,1.755658,2.77446
Au1Cl5S1,1.7882909999999999,2.889338,1.937403,3.060952
Au1Cl7S1,1.364708,2.040331,1.442328,2.140225
Au1Cl7Se1,1.341639,2.000111,1.373285,2.049343
Au1Cl7Te1,1.413294,2.554817,1.501453,2.652711
Au1Cl8P1,1.880329,3.0784260000000003,1.985715,3.212188
Au1Co1Na4O5,1.877402,3.543667,2.046803,3.543667
Au1Cr1S2,0.472664,1.4154499999999999,1.857614,2.818251
Au1Cs1F4,2.509354,4.459158,2.757068,4.73382
Au1Cs1I3,0.732307,1.086566,2.566905,3.401481
Au1Cs1I4O12,2.1959370000000002,3.505704,3.427117,3.505704
Au1Cs1K2O2,2.155882,3.363109,2.678675,3.89309
Au1Cs1O1,1.340368,2.546282,2.669061,2.546282
Au1Cs1S1,1.86445,2.79537,2.846722,3.810596
Au1Cs1Se1,1.708963,2.615133,2.789425,3.709985
Au1Cs1Te1,1.219491,1.9038970000000002,1.219491,1.9038970000000002
Au1Cs2P1S4,1.996937,3.013155,1.996937,3.013155
Au1Cs3Ge4,0.9304390000000002,1.3123699999999998,1.877233,2.364946
Au1Cs3O1,1.412157,2.397937,2.132017,3.13606
Au1Cs3Sn4,0.7187839999999999,1.032374,1.479288,1.875767
Au1Cu1F5,1.355353,3.1159,2.289882,3.1159
Au1Cu1Se4,0.038204,0.523343,1.147273,1.761191
Au1F12P2Sb1,3.697095,5.1224039999999995,3.914526,5.369834
Au1F12Sb2Xe2,0.521172,2.085015,3.667833,5.491733
Au1F16H4Sb2,0.893057,3.215507,2.813982,5.051848
Au1F4K1,2.431872,4.388847,2.652903,4.630853
Au1F4Li1,2.195804,4.14487,2.274685,4.233009
Au1F4Na1,2.129366,4.054888,2.129366,4.515553
Au1F4Rb1,2.520906,4.487896,2.688594,4.672362
Au1F5,0.867788,2.749379,0.903686,2.749379
Au1F6K1,2.106869,4.076593,2.484624,4.49112
Au1F6Li1,2.020094,3.961682,2.020094,3.961682
Au1Ge4K3,0.807175,1.240362,0.964981,1.396986
Au1Ge4Rb3,0.905669,1.3108099999999998,1.730829,2.211019
Au1I1,0.644085,1.33036,2.036813,2.780032
Au1I1Te1,1.001674,1.530521,1.295159,1.865731
Au1I2K5O2,1.889185,3.140855,1.889185,3.140855
Au1I3K1,0.685931,1.114714,0.805341,1.227266
Au1I3Rb1,0.663081,1.02459,2.75906,3.624429
Au1I4K1,0.58897,1.246411,1.107013,1.856514
Au1I4K1O12,2.273269,3.5672889999999997,3.390132,3.5672889999999997
Au1I4Li1,0.665501,1.2463110000000002,1.142055,1.827374
Au1I4Na1O12,2.023751,3.2717189999999996,2.203011,3.470676
Au1I4O12Rb1,2.24043,3.54109,3.419512,3.54109
Au1K1N4O12,2.162459,3.634217,2.179081,3.634217
Au1K1Na2O2,2.113748,3.473534,2.736967,4.035299
Au1K1O2,1.120963,2.726739,6.125936,7.980167
Au1K1O8S2,1.569846,2.935392,1.896843,2.935392
Au1K1P1Se3,0.931467,1.770042,1.208447,2.087872
Au1K1P2S7,1.590255,2.50753,2.041538,2.981277
Au1K1S1,2.035948,2.993937,2.908133,3.911434
Au1K1S5,1.762406,2.691395,2.046949,3.000868
Au1K1Se1,1.802508,2.726365,2.785867,3.770564
Au1K1Se2,0.9037160000000002,1.6814040000000001,2.076028,2.987647
Au1K1Se5,1.05729,1.7953569999999999,1.46198,2.206218
Au1K2P1,0.927868,1.5279380000000002,0.927868,1.5279380000000002
Au1K2P1S4,1.337492,2.274541,1.337492,2.274541
Au1K2Sb1,0.982199,1.5187709999999999,1.501522,2.168243
Au1K3O1,0.491721,1.453293,3.624865,4.773403
Au1K3P2Se8,1.178519,2.037549,1.178519,2.037549
Au1K3Se13,0.6979040000000001,1.374309,1.180737,1.966753
Au1K3Se2,2.041143,3.001868,3.077287,3.969688
Au1K3Sn4,0.220214,0.34322600000000003,0.3096,0.432136
Au1K5P2,0.473054,1.089631,1.441111,2.069972
Au1La1O3,1.828872,3.410112,1.84558,3.429568
Au1La2O1P2,0.0,0.222347,0.0,1.275227
Au1La4Li1O8,1.731596,3.223791,4.26889,3.223791
Au1Li1O14S4,2.076122,3.487422,6.022181,8.132605
Au1Li1S1,1.432506,2.21018,1.432506,2.21018
Au1Li3O3,1.966815,3.453556,2.309509,3.821938
Au1Li3S2,2.059993,2.916922,2.059993,2.916922
Au1Lu1Sn1,0.0,0.10564700000000027,0.0,2.268812
Au1N12Rb1,1.576077,2.650955,1.738518,2.762361
Au1N5O14,1.357813,3.289021,1.391526,3.289021
Au1Na1O14S4,1.989009,3.4575569999999995,2.020815,3.489618
Au1Na1O2,0.999177,2.601332,2.320122,4.041002
Au1Na1O8S2,1.834274,3.299906,1.906753,3.299906
Au1Na1Se2,0.923284,1.5796009999999998,1.725842,2.4233
Au1Na1Te1,0.0,0.018523000000000067,0.0,0.346047
Au1Na2O2Rb1,2.152498,3.547528,2.815115,4.111247
Au1Na2Sb1,0.372999,0.788764,1.863991,2.556394
Au1Na3O2,1.924461,3.078395,1.924461,3.078395
Au1Na3S2,2.383072,3.428259,3.167733,4.334383
Au1Na5Se12,1.023023,1.685916,1.121879,1.818953
Au1O1Rb1,1.425462,2.729075,3.06063,4.45667
Au1O1Rb3,0.067811,0.980242,2.795638,3.830741
Au1O2Rb1,1.539092,3.146289,2.730134,4.459371
Au1O2Sc1,1.794075,3.054355,2.771866,3.054355
Au1O2Y1,2.678867,3.708513,2.678867,4.29835
Au1O4P1,1.764851,3.315397,1.764851,3.315397
Au1O8Rb1S2,1.849617,3.245776,6.2641,8.310962
Au1O8Rb1Se2,1.48912,3.010188,4.122903,6.33931
Au1P1S4,1.168423,2.045965,1.996917,3.009977
Au1P1S4Tl2,1.112303,1.94791,2.304072,3.28458
Au1P1Se3Tl1,0.86996,1.685198,1.338014,2.203475
Au1Pb4Rb3,0.406297,0.696387,0.425935,0.730657
Au1Rb1S1,1.944396,2.895316,2.763335,3.726848
Au1Rb1Se1,1.724271,2.633783,2.651285,3.569767
Au1Rb1Te1,1.043368,1.704513,1.043368,1.704513
Au1Rb2S4Sb1,1.295344,2.179053,1.52029,2.450882
Au1Rb3Sn4,0.578688,0.868264,1.309236,1.653529
Au1Sc1Sn1,0.133332,0.293578,1.565854,2.085906
Au2Ba1F12,1.312852,3.236834,1.394586,3.320862
Au2Ba1F8,2.560197,4.521498,2.560197,4.521498
Au2Ba1O16S4,1.921568,3.384257,2.132093,3.655544
Au2Ba1O4,1.541274,3.00338,1.819742,3.841571
Au2Ba1P4,0.23797800000000002,0.7246999999999995,1.243311,1.781773
Au2C6H6N4Sn1,2.301869,3.224462,2.842648,3.926592
Au2Ca1F12,1.666213,3.632215,1.666213,3.632215
Au2Ca1O4,1.737274,3.238403,1.737274,3.238403
Au2Cd1F8,1.829518,3.718301,1.829518,3.718301
Au2Cs1F7,1.852036,3.77274,1.968884,3.894392
Au2Cs2S4Sn1,1.958539,3.035458,2.725305,3.844223
Au2F12Hg1,1.533895,3.433077,1.533895,3.433077
Au2F19Sb3Xe2,0.856352,1.307567,3.157843,4.332849
Au2F8Hg1,1.599589,3.414239,1.599589,3.414239
Au2F8Mg1,2.010805,3.944396,2.299866,4.261629
Au2F8Ni1,1.761301,3.567521,2.135626,4.029295
Au2F8Pd1,0.719501,2.945376,0.878098,2.945376
Au2F8Zn1,1.708034,3.646232,2.243596,4.23331
Au2I1K6Na1O8,1.861366,3.190362,2.737664,4.029394
Au2K2S4Sn1,1.574939,2.539877,2.112023,3.136555
Au2O10Se3,1.106781,2.568096,1.69924,3.242677
Au2O11Se4,1.612117,2.859101,1.984991,3.277138
Au2O3,0.889209,2.330739,1.805332,3.406929
Au2O4Sr1,1.656346,3.160557,2.057865,3.805288
Au2O7Se2,1.311427,2.849572,1.860852,2.849572
